MUSICA,LINKS,TEXTO
Lugar Comum,https://www.vagalume.com.br/djavan/lugar-comum.html,"Lugar  Comum Djavan Milagreiro Acho bom tu relaxaraqui, mal começouquer valer como isso vaimadrugada romper?vê como isso tá showolha aquela lá, que blusãoparece a mesma que tu pegoue beijou na bocamuito arriscadoa lá o negão!...cada uma mais demaise neguinho mandando verouvido aqui ouve de tudomenos sobre amor de mãeaqui tá bom pra mentirlugar assim ninguém nem tá aíaqui eu posso ser quem souou ser ator...tá ficando um arrocho danadotô quase malucoé demais o cheiro que a gente teme com tantos dedosa coisa melhora bemqual domadoro dj  Dom  Pepe põe na coleiradark, metal, charm, punk, funk,rasta, ploc, clubberlugar comumonde todos querem amar sem sofrere essa mulher, pura chave de cadeiao que quer, o que fazna minha teia?se ferrou!estou sonhando...© 1992  Luanda  Edições  Musicais  Ltda."
Cair Em Si,https://www.vagalume.com.br/djavan/cair-em-si.html,"Cair em  Si Djavan Milagreiro Às vezes parece um tambor Mas não é tambor nem nada é o coração Que fica entre a paz e o terror Quando vejo a sua cara entre as caras da multidão Logo fico cansado Como se tivesse estado a correr Num segundo já me sinto sem uma gota de sangue Mal consigo respirar, sobreviver Só  Deus sabe o saldo Creditado ao amor que lhe dou Se terei sono tranqüilo ou vida sobressaltada Não sei nada, não sei nada Olhar pro sol, vencer o mar Admitir, brigar com o par  Isso é nada Não ter você, cair em si Morrer de amor não é o fim, mas me acaba"
Pedro Brasil,https://www.vagalume.com.br/djavan/pedro-brasil.html,"Pedro  Brasil Djavan Seduzir Sorria para mim, meu brasilassim,ria largo do fundo, aquiria aqui do nadanão vá trairo seu dom de cair de pélogo agora que eu escreviuma canção de féatenção: quem descobriu o brasil foi pedroquem libertou o brasil foi pedroquem construiu o brasil foi pedroquem descobriu... Quem libertou... Quem contruiu... Quem já viu tanto pedro viver assim... Feito coisa ruim, no arebem fez pedro lá no céuque aprendeu chover, estiare hoje tem grande poder pra lámas nada pode aquimas nada pode aquimas nada pode aquimas nada pode aqui© 1981  Edições  Musicais  Tapajós  Ltda. ( E M I)"
Seduzir,https://www.vagalume.com.br/djavan/seduzir.html,"Seduzir Djavan Para  Sempre:  Djavan Cantar é mover o dom do fundo de uma paixão Seduzir As pedras, catedrais, coração Amar é perder o tom nas comas da ilusão Revelar todo sentido Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo"
Jogral,https://www.vagalume.com.br/djavan/jogral.html,"Jogral Djavan Seduzir No dia em que eu vim de casacheirando à beira-de-riono pensamento umas asaspra cumprir melhor meu desafiomeu pensamento rodou... Cortando o torrão nesse tremandando bem... Acho que a mais de cemde maceió aqui parece ali... Mãe disse que eu não aceitecorja com más companhiasquando deitar, tome o leitedepois reze três ave-mariasmeu pensamento rodou... Cortando o torrão nesse tremandando bem... Acho que a mais de cemde maceió aqui parece ali... Um dia ainda sou cantorfaz um ano que eu te disse brincandoeu fui pensar no meu amoragora tô aqui quase chorando... No dia em que eu vim de casacheirando à beira de riono pensamento umas asasprá cumprir melhor meu desfioe muita água rolou...© 1981  Edições  Musicais  Tapajós  Ltda. ( E M I) Composição:  Djavan /  Filó /  José  Neto"
A Ilha,https://www.vagalume.com.br/djavan/a-ilha.html,A  Ilha Djavan Para  Sempre:  Djavan U M  F A C H O  D E  L U Z E5+  Am9  Am  Dm7  E7/9- Q U E  A  T U D O  S E D U Z  P O R  A Q U I Am9  F7+  Bm7/5-  E5+  E7 E S T R E L A  C A D E N T E  R E L U Z E N T E M E N T E Em7/5-  A7/13  A7 S E M  F I M Dm7/9 E  U M  C H E I R O  D E  A M O R G7  C#7/9  C7+  F7+ E M P E S T A D O  N O  A R  A  M E  E N T O R P E C E R Bm7/5-  E5+  Am6  E5+ Q U I S E R A  V I E S S E  D O  M A R  E  N Ã O  D E  V O C Ê Am9  Dm7/9 U M  R A I O  Q U E  I N U N D A  D E  B R I L H O E7  Am9  E5+ U M A  N O I T E  P E R D I D A Am9  Dm7/9 U M  E S T A D O  D E  C O I S A S  T Ã O  P U R A S F/ G  Em7/5-  A7/5+ Q U E  M O V E M  U M A  V I D A Dm7/  G7 E  U M  V E R D E  P R O F U N D O  N O  O L H A R C#7/9  C7+  F7+  Bm7/5- A  M E  E N D O I D E C E R Eb7/9  E5+  Am6 Q U I S E R A  E S T I V E S S E  N O  M A R  E  N Ã O  E M  V O C Ê Dm7/9  G7  C7+/9  Eb° P O R Q U E  S E U  C O R A Ç Ã O  É  U M A  I L H A Dm7/9  E5+  Am9  A7/5+ A  C E N T E N A S  D E  M I L H A S  D A Q U I
Luanda,https://www.vagalume.com.br/djavan/luanda.html,"Luanda Djavan Seduzir Foi numa noite de luandaque um clarão me abalou em lobitocomo fosse um raio de susto, um facho místicotalvez o sol tenha esquecidouma gota do dia na noitepra saciar a sede do espírito em seu pernoiteou foi o ar que incendiounum grito da mãe oxumdizendo: ""menino, onde é que tu anda? Eu te batizo africamentecom o fogo que deus lavrou tua semente""luanda, luanda, luanda, luandaluanda, luanda, luanda, luandaluanda, luanda, luanda, luanda© 1981  Edições  Musicais  Tapajós  Ltda. ( E M I)"
Total Abandono,https://www.vagalume.com.br/djavan/total-abandono.html,Total  Abandono Djavan Seduzir Você jurou em se vingar Quando se concretizou o meu abandono do lar Mas até hoje eu não descobri Onde é que eu fui errado Eu não podia viver Total e completamente enganado Você feriu meu coração Porém não se tocou que homem não é leão Nada é mais sensato do que esquecer E recomeçar Apesar do tempo que passou A vida vai continuar Nada é mais sensato do que esquecer E recomeçar Apesar do tempo que passou A vida vai continuar© 1981  Warner /  Chappell
Samurai,https://www.vagalume.com.br/djavan/samurai.html,"Samurai Djavan Luz Ai.... Quanto querer Cabe em meu coração Ai.... Me faz sofrer Faz que me mata E se não mata, fere Vai.... Sem me dizer Na casa da paixão Sai.... Quando bem quer Traz uma praga E me afaga a pele Crescei, luar Pra iluminar as trevas Fundas da paixão Eu quis lutar Contra o poder do amor Caí nos pés do vencedor Para ser o serviçal De um samurai Mas eu tô tão feliz! Dizem que o amor Atrai...© 1982  Luanda  Edições  Musicais  Ltda."
Azul,https://www.vagalume.com.br/djavan/azul.html,"Azul Djavan Djavan na  Pista,  Etc Eu não sei se vem de  Deus Do céu ficar azul Ou virá dos olhos teus Essa cor que azuleja o dia? Se acaso anoitecer Do céu perder o azul Entre o mar e o entardecer Alga-marinha vá na maresia Buscar ali um cheiro de azul Essa cor não sai de mim Bate e finca pé A sangue de rei Até o sol nascer amarelinho Queimando mansinho Cedinho, cedinho, cedinho, Corre e vá dizer pro meu benzinho Um dizer assim: O amor é azulzinho. Até o sol nascer amarelinho Queimando mansinho Cedinho, cedinho, cedinho Corre e vá dizer pro meu benzinho Um dizer assim: O amor é azulzinho."
Meu Bem-Querer,https://www.vagalume.com.br/djavan/meu-bem-querer.html,"Meu  Bem  Querer Djavan Alumbramento Meu bem-querer É segredo, é sagrado Está sacramentado Em meu coração Meu bem-querer Tem um ""quê"" de pecado Acariciado pela emoção Meu bem-querer, meu encanto Tô sofrendo tanto Amor E o que é o sofrer Para mim que estou Jurado pra morrer de amor?© 1980  Ed.  Musicais  Tapajós"
Nem Um Dia,https://www.vagalume.com.br/djavan/nem-um-dia.html,"Nem  Um  Dia Djavan Djavan -  Novelas Um dia frio Um bom lugar pra ler um livro E o pensamento lá em você, Eu sem você não vivo Um dia triste Toda fragilidade incide E o pensamento lá em você, E tudo me divide Longe da felicidade E todas as suas luzes Te desejo como ao ar Mais que tudo, És manhã na natureza das flores Mesmo por toda riqueza Dos sheiks árabes Não te esquecerei um dia, Nem um dia Espero com a força do pensamento Recriar a luz que me trará você. E tudo nascerá mais belo, O verde faz do azul com o amarelo O elo com todas as cores Pra enfeitar amores gris.© 1996  Luanda  Edições  Musicais  Ltda."
Cigano,https://www.vagalume.com.br/djavan/cigano.html,"Cigano Djavan Djavan -  Novelas Te querer Viver mais pra ser exato Te seguir E poder chegar Onde tudo é só meu Te encontrar Dar a cara pro teu beijo Correr atrás de ti feito cigano Cigano, cigano Me jogar sem medir Viajar Entre pernas e delícias Conhecer Pra notícias dar Devassar sua vida Resistir Ao que pode o pensamento Saber chegar no seu melhor momento Momento, momento Pra ficar e ficar Juntos, dentro, horas Tudo ali às claras Deixar crescer Até romper A manhã Como o mar está sereno Olha lá As gaivotas já Vão deixar suas ilhas Veja o  Sol É demais esta cidade! A gente vai Ter um dia de calor..."
Serrado,https://www.vagalume.com.br/djavan/serrado.html,"Serrado Djavan Se o  Senhor me for louvado Eu vou voltar pro meu serrado Por ali ficou quem temperou O meu amor e semeou em mim Essa incrível saudade Se é por vontade de  Deus Valei, valei Se pedir a  Deus pelo meu prazer Não for pecado, vou rezar Pra quando eu voltar a rever Todas as brincadeiras do passado Cortejar meu serrado Em dia, feriado Viva o cordão azul e encarnado Eu sei, serei feliz de novo Meu povo, deixa eu chorar com você Serei feliz de novo Meu povo, deixa eu chorar com você Serei feliz de novo Meu povo, deixa eu chorar"
Oceano,https://www.vagalume.com.br/djavan/oceano.html,Oceano Djavan Djavan -  Novelas Assim Que o dia amanheceu Lá no mar alto da paixão Dava pra ver o tempo ruir Cadê você?  Que solidão! Esquecera de mim Enfim De tudo que há na terra Não há nada em lugar nenhum Que vá crescer sem voce chegar Longe de ti tudo parou Ninguém sabe o que eu sofri Amar é um deserto E seus temores Vida que vai na sela Dessas dores Não sabe voltar Me dá teu calor Vem me fazer feliz Porque eu te amo Você deságua em mim E eu oceano Esqueço que amar É quase uma dor Só sei Viver Se for Por você© 1989  Luanda  Edições  Musicais  Ltda.
Fato Consumado,https://www.vagalume.com.br/djavan/fato-consumado.html,"Fato  Consumado Djavan Djavan na  Pista,  Etc Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Se toda hora é hora de dar decisão, eu falo agora No fundo eu julgo o mundo um fato consumado e vou embora Não quero mais, de mais a mais, me aprofundar nessa história Arreio os meus anseios, perco o veio e vivo de memória Eu quero é viver em paz Por favor me beije a boca Que louca, que louca! Eu quero é viver em paz Por favor me beije a boca Que louca, que louca!"
Flor de Lis,https://www.vagalume.com.br/djavan/flor-de-lis.html,"Flor de  Lis Djavan Ao  Vivo -  Vols. 1 e 2 Valei-me,  Deus! É o fim do nosso amor Perdoa, por favor Eu sei que o erro aconteceu Mas não sei o que fez Tudo mudar de vez Onde foi que eu errei? Eu só sei que amei, Que amei, que amei, que amei Será talvez Que minha ilusão Foi dar meu coração Com toda força Pra essa moça Me fazer feliz E o destino não quis Me ver como raiz De uma flor de lis E foi assim que eu vi Nosso amor na poeira, Poeira Morto na beleza fria de  Maria E o meu jardim da vida Ressecou, morreu Do pé que brotou  Maria Nem margarida nasceu. E o meu jardim da vida Ressecou, morreu Do pé que brotou  Maria Nem margarida nasceu.© 1976  B M G  Music  Publishing  Brasil."
Esquinas,https://www.vagalume.com.br/djavan/esquinas.html,"Esquinas Djavan Ao  Vivo -  Vols. 1 e 2 Esquinas/ Djavan Só eu sei, as esquinas por que passei Só eu sei, só eu sei Sabe lá, o que é não ter e ter que ter pra dar Sabe lá, sabe lá E quem será, nos arredores do amor Que vai saber reparar Que o dia nasceu Só eu sei Os desertos que atravessei Só eu sei, só eu sei Sabe lá, o que é morrer de sede Em frente ao mar Sabe lá, sabe lá E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou So eu sei As esquinas porque passei Só eu sei, só eu sei E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou Só eu sei, as esquinas porque passei Composição: djavan"
Eu Te Devoro,https://www.vagalume.com.br/djavan/eu-te-devoro.html,"Eu  Te  Devoro Djavan Ao  Vivo -  Vols. 1 e 2 Teus sinais Me confundem da cabeça aos pés Mas por dentro eu te devoro Teu olhar Não me diz exato quem tu és Mesmo assim eu te devoro Te devoraria a qualquer preço Porque te ignoro ou te conheço Quando chove ou quando faz frio Noutro plano Te devoraria tal  Caetano A  Leonardo di  Caprio É um milagre Tudo o que  Deus criou Pensando em você Fez a via-láctea Fez os dinossauros Sem pensar em nada Fez a minha vida E te deu Sem contar os dias Que me faz morrer sem saber de ti Jogado à solidão Mas se quer saber Se eu quero outra vida, Não, não. Eu quero mesmo é viver Pra esperar, esperar Devorar você© 1998  Luanda  Edições  Musicais  Ltda."
Seduzir,https://www.vagalume.com.br/djavan/seduzir.html,"Seduzir Djavan Para  Sempre:  Djavan Cantar é mover o dom do fundo de uma paixão Seduzir As pedras, catedrais, coração Amar é perder o tom nas comas da ilusão Revelar todo sentido Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo"
Boa Noite,https://www.vagalume.com.br/djavan/boa-noite.html,"Boa  Noite Djavan Ao  Vivo -  Vols. 1 e 2 Meu ar de dominador dizia que eu ia ser seu dono E nessa eu dancei!  Hoje no universo Nada que brilha cega mais que seu nome Fiquei mudo ao lhe conhecer, o que vi foi demais, vazou Por toda selva do meu ser, nada ficou intacto Na fronteira de um oásis, meu coração em paz se abalou É surpresa demais que trazes, 'inda bem que eu sou  Flamengo Mesmo quando ele não vai bem, algo me diz em rubro-negro Que sofrimento leva além, não existe amor sem medo Boa noite! Quem não tem pra quem se dar, o dia é igual à noite Tempo parado no ar, há dias, calor, insônia, oh! noite Quem ama vive a sonhar de dia, voar é do homem Vida foi feita pra estar em dia, com a fome, com a fome, com a fome Se vens lá das alturas com agruras ou paz,  Oh, meu bem, serei seu guia na terra Na guerra ou no sossego sua beleza é o cais e eu sou o homem Que pode lhe dar, além de calor, fidelidade Minha vida por inteiro eu lhe dou Minha vida por inteiro eu lhe dou"
Sina,https://www.vagalume.com.br/djavan/sina.html,"Sina Djavan Djavan na  Pista,  Etc Pai e mãe Ouro de mina Coração Desejo e sina Tudo mais Pura rotina Jazz... Tocarei seu nome Pra poder Falar de amor Minha princesa Art nouveau Da natureza Tudo mais Pura beleza Jazz... A luz de um grande prazer É irremediável néon Quando o grito do prazer Açoitar o ar Reveillon... O luar Estrela do mar O sol e o dom Quiçá um dia A fúria, desse front Virá Lapidar o sonho Até gerar o som Como querer Caetanear O que há de bom.© 1982  Luanda  Edições  Musicais  Ltda."
Um Amor Puro,https://www.vagalume.com.br/djavan/um-amor-puro.html,"Um  Amor  Puro Djavan Ao  Vivo -  Vols. 1 e 2 O que há dentro do meu coração Eu tenho guardado pra te dar E todas as horas que o tempo Tem pra me conceder São tuas até morrer E a tua história, eu não sei Mas me diga só o que for bom Um amor tão puro que ainda nem sabe A força que tem É teu e de mais ninguém Te adoro em tudo, tudo, tudo Quero mais que tudo, tudo, tudo Te amar sem limites Viver uma grande estória Aqui ou noutro lugar Que pode ser feio ou bonito Se nós estivermos juntos Haverá um céu azul Um amor puro Não sabe a força que tem Meu amor eu juro Ser teu e de mais ninguém Um amor puro...© 1999  Luanda  Edições  Musicais  Ltda."
Meu bem Querer,https://www.vagalume.com.br/djavan/meu-bem-querer.html,"Meu  Bem  Querer Djavan Alumbramento Meu bem-querer É segredo, é sagrado Está sacramentado Em meu coração Meu bem-querer Tem um ""quê"" de pecado Acariciado pela emoção Meu bem-querer, meu encanto Tô sofrendo tanto Amor E o que é o sofrer Para mim que estou Jurado pra morrer de amor?© 1980  Ed.  Musicais  Tapajós"
Alagoas,https://www.vagalume.com.br/djavan/alagoas.html,"Alagoas Djavan Meu  Bem  Querer Ô  Maceió É três mulé prum homem só Ô  Maceió É três mulé prum homem só Eu fui batizado na capela do farol Matriz de  Santa  Rita, Maceió Eu fui batizado na capela do farol Matriz de santa  Rita, Maceiómas foi beirando estrada abaixo que eu piquei a mula Disposto a colar grau na escola da natura Se alguém me perguntar Não tenho nada a dizer Pois eu, pra me realizar Preciso morrer Mas foi beirando estrada abaixo que eu piquei a mula Disposto a colar um grau na escola da natura Se alguém me perguntar Não tenho nada a dizer Pois eu, pra me realizar preciso morrer Você me deu liberdade Pra meu destino escolher E quando sentir saudades Poder chorar por você Não vê, minha terra mãe Que estou a me lamentar É que eu fui condenado a viver do que cantar A--la, a--la, ala,  Alagoas A--la, a--la, ala,  Alagoas Eu fui batizado na capela do farol......© 1978  B M G"
Tem Boi Na Linha,https://www.vagalume.com.br/djavan/tem-boi-na-linha.html,"Tem  Boi  Na  Linha Djavan Alumbramento Café com pão no vera cruzjejum limão em japeria bolsa e a vida dançam nesse tremte cuida! Sacola, cabaço, futuro, tututem boi na linha, seu honório gurgellá vai barão pras filipetascomendador entrou no pauturiaçu sem gororobafez desse trem cabriolénegão quebrou a gabiroba Em  Recorocopicavalo de ferro, tchhhh... Cavalo de ferro, tchhhh... Cavalo de ferro, tchhhh... Udp-um, udp-dois, udp-três, udp-mil e udputisgrila udfêdapêcascudo, pedrada, cuspida, pisadavai pra anchieta, seu vigario geralengavetou, descarrilhoudescarrilhei, quebrei tambémai, santa cruz, não sou jesusnão sou jesus em santa cruzsomos zumbistodos os santosmeu vai-e-vemparece o vaivém do tremparece o vaivém do tremparece o vaivém do trem© 1980  Edições  Musicais  Tapajós  Ltda. ( E M I) U N I V E R S A L  Produções e  Edições  Musicais  Ltda. Composição:  Djavan /  Aldir  Blanc /  Paulo  Emilio"
Morena De Endoidecer,https://www.vagalume.com.br/djavan/morena-de-endoidecer.html,"Morena de  Endoidecer Djavan Para  Sempre:  Djavan Saí na porta de casaolhei pro céu e pensei:parece que vai choverparece que vai choverparece que vai chovero amor que trago no peitoé carga pra mais de dezmorena de endoidecermorena de endoidecermorena de endoidecermorena de endoidecervai pensamento, vaiviajar de navio pra verque fim levou minha vidaquando você foi emborao céu deu de escurecerserá que eu fiquei chorando, ô ôparece que vai choverserá que fiquei chorando, ô ôparece que vai choverserá que eu fiquei chorando, ô ôparece que vai chover© 1981  Edições  Musicais  Tapajós  Ltda. ( E M I) Musiclave  Editora  Musical  Ltda. Composição:  Djavan /  Cacaso"
Pedro Brasil,https://www.vagalume.com.br/djavan/pedro-brasil.html,"Pedro  Brasil Djavan Seduzir Sorria para mim, meu brasilassim,ria largo do fundo, aquiria aqui do nadanão vá trairo seu dom de cair de pélogo agora que eu escreviuma canção de féatenção: quem descobriu o brasil foi pedroquem libertou o brasil foi pedroquem construiu o brasil foi pedroquem descobriu... Quem libertou... Quem contruiu... Quem já viu tanto pedro viver assim... Feito coisa ruim, no arebem fez pedro lá no céuque aprendeu chover, estiare hoje tem grande poder pra lámas nada pode aquimas nada pode aquimas nada pode aquimas nada pode aqui© 1981  Edições  Musicais  Tapajós  Ltda. ( E M I)"
Seduzir,https://www.vagalume.com.br/djavan/seduzir.html,"Seduzir Djavan Para  Sempre:  Djavan Cantar é mover o dom do fundo de uma paixão Seduzir As pedras, catedrais, coração Amar é perder o tom nas comas da ilusão Revelar todo sentido Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo"
Aquele Um,https://www.vagalume.com.br/djavan/aquele-um.html,"Aquele  Um Djavan Alumbramento Baixou Num centro de mesa de um bar Um santo estranho Cheirou, fumou, não cuspiu, Sei lá..... E tocou piano Falou que ""era aquele um"" Das quebradas O santo de cama Das mal amadas Alguém do centro perguntou o seu ponto Aí o santo lhe respondeu: Meu ponto é qualquer um Com bicheiro e taxi Zarakiê,  Zaraquiê,  Zoroquiê Zaraquiê,  Zoroquiê Zô© copyright 1980  Tapajós/ E M I Composição:  Djavan,  Aldir  Blanc"
Nas Ruas,https://www.vagalume.com.br/djavan/nas-ruas.html,"Nas  Ruas Djavan Novena Meu olhar se mirando em teu olharse eu pegar na mão , te beijareite beijareinão consigo mais de vontade de ficaro que há entre eu e vocêé raroé na falta de ar do teu olharque o sufoco crescerá eu sei,ora se sei! Não encontro mais nada pra me segurartudo poderá aconteceré claro! Tempestade de negras e louras,morenas mourastodas elas a me voduzardesnudas bailam nas ruase se vão nas luasdo reflexo que sai da luz do teu olhareu te desejo e queroporque deus querquem não quer é vocêque não tem fé em deus!© 1994  Luanda  Edições  Musicais  Ltda."
Sem Saber,https://www.vagalume.com.br/djavan/sem-saber.html,"Sem  Saber Djavan A vida já é um absurdo,com você longe, muito maisa estrada é ruimoh!  Trânsito que não vaimas com a gente tudo ia em pazé você que esquenta sem sabervocê não me vê como eu souquando vou te verdias sem calorque fará o que me dirá? Fui prá cama cedotemendo o mistérioque desassossegome diz o que quere eu doue não douesperando nadadou... Silêncio da noite , a noite brilhandomeu bem eu te adoroeu sigo pensando:vou! Ou não vou? Eu preciso dela,vou. Enfrentar o caosconceder, reconstruirretirar o salvamos ver, se ela sorrirsorrirei tambéme farei, seja o que forpra voltar atráse o que mais, mais vale o amor.© 1994  Luanda  Edições  Musicais  Ltda."
Lobisomem,https://www.vagalume.com.br/djavan/lobisomem.html,"Lobisomem Djavan Novena Pelo vento frio que começou a baterpela paz interior do gadodescuidado caiu do céu um pingo,vai choversou um bicho perdidoum ser acuado num canto do abrigoum lobisomem... Adorada distante noite escuraonde  Deus se flagra imaginando:oh!  Que dor me dá de ver a terra se ferrartá no índio, no grego,na pele do mundoa mancha envenenada do ciúmeassisto tudo sem crer,sem interesse maiorvivo longe de casa e nunca pensei em voltarassisto tudo sem ver,nada que vejo é piorlonge da minha amadanem  Deus, nem nada me tocadia triste, quantos aisonde estás oh meu amor? Com quem mais posso pensar no esplendordia triste, dor a maisesplendor que se desfaznoutros aisquando se sofre de amor© 1994  Luanda  Edições  Musicais  Ltda."
Cigano,https://www.vagalume.com.br/djavan/cigano.html,"Cigano Djavan Djavan -  Novelas Te querer Viver mais pra ser exato Te seguir E poder chegar Onde tudo é só meu Te encontrar Dar a cara pro teu beijo Correr atrás de ti feito cigano Cigano, cigano Me jogar sem medir Viajar Entre pernas e delícias Conhecer Pra notícias dar Devassar sua vida Resistir Ao que pode o pensamento Saber chegar no seu melhor momento Momento, momento Pra ficar e ficar Juntos, dentro, horas Tudo ali às claras Deixar crescer Até romper A manhã Como o mar está sereno Olha lá As gaivotas já Vão deixar suas ilhas Veja o  Sol É demais esta cidade! A gente vai Ter um dia de calor..."
Boa Noite,https://www.vagalume.com.br/djavan/boa-noite.html,"Boa  Noite Djavan Ao  Vivo -  Vols. 1 e 2 Meu ar de dominador dizia que eu ia ser seu dono E nessa eu dancei!  Hoje no universo Nada que brilha cega mais que seu nome Fiquei mudo ao lhe conhecer, o que vi foi demais, vazou Por toda selva do meu ser, nada ficou intacto Na fronteira de um oásis, meu coração em paz se abalou É surpresa demais que trazes, 'inda bem que eu sou  Flamengo Mesmo quando ele não vai bem, algo me diz em rubro-negro Que sofrimento leva além, não existe amor sem medo Boa noite! Quem não tem pra quem se dar, o dia é igual à noite Tempo parado no ar, há dias, calor, insônia, oh! noite Quem ama vive a sonhar de dia, voar é do homem Vida foi feita pra estar em dia, com a fome, com a fome, com a fome Se vens lá das alturas com agruras ou paz,  Oh, meu bem, serei seu guia na terra Na guerra ou no sossego sua beleza é o cais e eu sou o homem Que pode lhe dar, além de calor, fidelidade Minha vida por inteiro eu lhe dou Minha vida por inteiro eu lhe dou"
Fato Consumado,https://www.vagalume.com.br/djavan/fato-consumado.html,"Fato  Consumado Djavan Djavan na  Pista,  Etc Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Eu quero ver você mandar na razão Pra mim não é qualquer notícia que abala um coração Se toda hora é hora de dar decisão, eu falo agora No fundo eu julgo o mundo um fato consumado e vou embora Não quero mais, de mais a mais, me aprofundar nessa história Arreio os meus anseios, perco o veio e vivo de memória Eu quero é viver em paz Por favor me beije a boca Que louca, que louca! Eu quero é viver em paz Por favor me beije a boca Que louca, que louca!"
Esquinas,https://www.vagalume.com.br/djavan/esquinas.html,"Esquinas Djavan Ao  Vivo -  Vols. 1 e 2 Esquinas/ Djavan Só eu sei, as esquinas por que passei Só eu sei, só eu sei Sabe lá, o que é não ter e ter que ter pra dar Sabe lá, sabe lá E quem será, nos arredores do amor Que vai saber reparar Que o dia nasceu Só eu sei Os desertos que atravessei Só eu sei, só eu sei Sabe lá, o que é morrer de sede Em frente ao mar Sabe lá, sabe lá E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou So eu sei As esquinas porque passei Só eu sei, só eu sei E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou Só eu sei, as esquinas porque passei Composição: djavan"
Se,https://www.vagalume.com.br/djavan/se.html,"Se... Djavan Djavan na  Pista,  Etc Você disse que não sabe se não Mas também não tem certeza que sim Quer saber? Quando é assim Deixa vir do coração Você sabe que eu só penso em você Você diz só que vive pensando em mim Pode ser Se é assim Você tem que largar a mão do não Soltar essa louca, arder de paixão Não há como doer pra decidir Só dizer sim ou não Mas você adora um se... Eu levo a sério mas você disfarça Você me diz à beça e eu nessa de horror E me remete ao frio que vem lá do sul Insiste em zero a zero e eu quero um a um Sei lá o que te dá, não quer meu calor São  Jorge por favor me empresta o dragão Mais fácil aprender japonês em braile Do que você decidir se dá ou não.© 1992  Luanda  Edições  Musicais  Ltda."
Eu Te Devoro,https://www.vagalume.com.br/djavan/eu-te-devoro.html,"Eu  Te  Devoro Djavan Ao  Vivo -  Vols. 1 e 2 Teus sinais Me confundem da cabeça aos pés Mas por dentro eu te devoro Teu olhar Não me diz exato quem tu és Mesmo assim eu te devoro Te devoraria a qualquer preço Porque te ignoro ou te conheço Quando chove ou quando faz frio Noutro plano Te devoraria tal  Caetano A  Leonardo di  Caprio É um milagre Tudo o que  Deus criou Pensando em você Fez a via-láctea Fez os dinossauros Sem pensar em nada Fez a minha vida E te deu Sem contar os dias Que me faz morrer sem saber de ti Jogado à solidão Mas se quer saber Se eu quero outra vida, Não, não. Eu quero mesmo é viver Pra esperar, esperar Devorar você© 1998  Luanda  Edições  Musicais  Ltda."
Um Amor Puro,https://www.vagalume.com.br/djavan/um-amor-puro.html,"Um  Amor  Puro Djavan Ao  Vivo -  Vols. 1 e 2 O que há dentro do meu coração Eu tenho guardado pra te dar E todas as horas que o tempo Tem pra me conceder São tuas até morrer E a tua história, eu não sei Mas me diga só o que for bom Um amor tão puro que ainda nem sabe A força que tem É teu e de mais ninguém Te adoro em tudo, tudo, tudo Quero mais que tudo, tudo, tudo Te amar sem limites Viver uma grande estória Aqui ou noutro lugar Que pode ser feio ou bonito Se nós estivermos juntos Haverá um céu azul Um amor puro Não sabe a força que tem Meu amor eu juro Ser teu e de mais ninguém Um amor puro...© 1999  Luanda  Edições  Musicais  Ltda."
Samurai,https://www.vagalume.com.br/djavan/samurai.html,"Samurai Djavan Luz Ai.... Quanto querer Cabe em meu coração Ai.... Me faz sofrer Faz que me mata E se não mata, fere Vai.... Sem me dizer Na casa da paixão Sai.... Quando bem quer Traz uma praga E me afaga a pele Crescei, luar Pra iluminar as trevas Fundas da paixão Eu quis lutar Contra o poder do amor Caí nos pés do vencedor Para ser o serviçal De um samurai Mas eu tô tão feliz! Dizem que o amor Atrai...© 1982  Luanda  Edições  Musicais  Ltda."
